ICD10_PHEWAS_CODE;ICD9-CM_PHEWAS_CODE;PHEWAS_STRING;EXCLUSION
B569;86;Trypanosomiasis;080-088.99
B575;86;Trypanosomiasis;080-088.99
K231;86;Trypanosomiasis;080-088.99
B571;86;Trypanosomiasis;080-088.99
B573;86;Trypanosomiasis;080-088.99
B572;86;Trypanosomiasis;080-088.99
B574;86;Trypanosomiasis;080-088.99
B560;86;Trypanosomiasis;080-088.99
B561;86;Trypanosomiasis;080-088.99
B56;86;Trypanosomiasis;080-088.99
B57;86;Trypanosomiasis;080-088.99
A798;83;Other rickettsioses;080-088.99
A78;83;Other rickettsioses;080-088.99
A790;83;Other rickettsioses;080-088.99
A791;83;Other rickettsioses;080-088.99
A799;83;Other rickettsioses;080-088.99
A79;83;Other rickettsioses;080-088.99
B531;84;Malaria;080-088.99
B538;84;Malaria;080-088.99
B500;84;Malaria;080-088.99
B509;84;Malaria;080-088.99
B520;84;Malaria;080-088.99
B528;84;Malaria;080-088.99
B529;84;Malaria;080-088.99
B518;84;Malaria;080-088.99
B510;84;Malaria;080-088.99
B519;84;Malaria;080-088.99
B54;84;Malaria;080-088.99
B508;84;Malaria;080-088.99
B530;84;Malaria;080-088.99
B53;84;Malaria;080-088.99
B50;84;Malaria;080-088.99
B52;84;Malaria;080-088.99
B51;84;Malaria;080-088.99
A680;87;Relapsing fever;080-088.99
A689;87;Relapsing fever;080-088.99
A681;87;Relapsing fever;080-088.99
A68;87;Relapsing fever;080-088.99
B600;88;Other arthropod-borne diseases;080-088.99
A692;88;Other arthropod-borne diseases;080-088.99
A449;88;Other arthropod-borne diseases;080-088.99
A441;88;Other arthropod-borne diseases;080-088.99
A448;88;Other arthropod-borne diseases;080-088.99
A440;88;Other arthropod-borne diseases;080-088.99
A44;88;Other arthropod-borne diseases;080-088.99
B60;88;Other arthropod-borne diseases;080-088.99
K671;98;Gonococcal infections;090-099.99
A546;98;Gonococcal infections;090-099.99
A549;98;Gonococcal infections;090-099.99
A545;98;Gonococcal infections;090-099.99
A548;98;Gonococcal infections;090-099.99
A541;98;Gonococcal infections;090-099.99
A540;98;Gonococcal infections;090-099.99
O982;98;Gonococcal infections;090-099.99
M730;98;Gonococcal infections;090-099.99
A54;98;Gonococcal infections;090-099.99
M73;98;Gonococcal infections;090-099.99
A543;98;Gonococcal infections;090-099.99
A544;98;Gonococcal infections;090-099.99
A542;98;Gonococcal infections;090-099.99
A520;91;Syphilis;090-099.99
I980;91;Syphilis;090-099.99
A511;91;Syphilis;090-099.99
A515;91;Syphilis;090-099.99
A522;91;Syphilis;090-099.99
K672;91;Syphilis;090-099.99
A510;91;Syphilis;090-099.99
H580;91;Syphilis;090-099.99
H320;91;Syphilis;090-099.99
A519;91;Syphilis;090-099.99
A529;91;Syphilis;090-099.99
A523;91;Syphilis;090-099.99
A514;91;Syphilis;090-099.99
A527;91;Syphilis;090-099.99
A512;91;Syphilis;090-099.99
A539;91;Syphilis;090-099.99
N290;91;Syphilis;090-099.99
A530;91;Syphilis;090-099.99
A513;91;Syphilis;090-099.99
A521;91;Syphilis;090-099.99
O981;91;Syphilis;090-099.99
A53;91;Syphilis;090-099.99
A52;91;Syphilis;090-099.99
M731;91;Syphilis;090-099.99
A51;91;Syphilis;090-099.99
H32;91;Syphilis;090-099.99
H58;91;Syphilis;090-099.99
I98;91;Syphilis;090-099.99
N29;91;Syphilis;090-099.99
A528;91;Syphilis;090-099.99
A500;90;Congenital syphilis;090-099.99
A501;90;Congenital syphilis;090-099.99
A505;90;Congenital syphilis;090-099.99
A506;90;Congenital syphilis;090-099.99
A509;90;Congenital syphilis;090-099.99
A502;90;Congenital syphilis;090-099.99
A507;90;Congenital syphilis;090-099.99
A503;90;Congenital syphilis;090-099.99
A50;90;Congenital syphilis;090-099.99
M031;90;Congenital syphilis;090-099.99
A504;90;Congenital syphilis;090-099.99
A57;99;Other venereal diseases;090-099.99
A58;99;Other venereal diseases;090-099.99
A563;99;Other venereal diseases;090-099.99
A562;99;Other venereal diseases;090-099.99
A560;99;Other venereal diseases;090-099.99
A561;99;Other venereal diseases;090-099.99
A564;99;Other venereal diseases;090-099.99
A638;99;Other venereal diseases;090-099.99
A568;99;Other venereal diseases;090-099.99
A64;99;Other venereal diseases;090-099.99
A55;99;Other venereal diseases;090-099.99
M023;99;Other venereal diseases;090-099.99
A56;99;Other venereal diseases;090-099.99
A670;103;Pinta;100-104.99
A671;103;Pinta;100-104.99
A672;103;Pinta;100-104.99
A673;103;Pinta;100-104.99
A679;103;Pinta;100-104.99
A67;103;Pinta;100-104.99
A665;102;Yaws;100-104.99
A660;102;Yaws;100-104.99
A662;102;Yaws;100-104.99
A667;102;Yaws;100-104.99
A668;102;Yaws;100-104.99
A663;102;Yaws;100-104.99
A661;102;Yaws;100-104.99
A669;102;Yaws;100-104.99
A666;102;Yaws;100-104.99
A664;102;Yaws;100-104.99
A66;102;Yaws;100-104.99
A691;101;Vincent's angina;100-104.99
A690;101;Vincent's angina;100-104.99
A69;101;Vincent's angina;100-104.99
A270;100;Leptospirosis;100-104.99
A279;100;Leptospirosis;100-104.99
A278;100;Leptospirosis;100-104.99
A27;100;Leptospirosis;100-104.99
A698;104;Other spirochetal infection;100-104.99
A699;104;Other spirochetal infection;100-104.99
A65;104;Other spirochetal infection;100-104.99
B480;116;Blastomycotic infection;110-118.99
B410;116;Blastomycotic infection;110-118.99
B400;116;Blastomycotic infection;110-118.99
B409;116;Blastomycotic infection;110-118.99
B401;116;Blastomycotic infection;110-118.99
B403;116;Blastomycotic infection;110-118.99
B407;116;Blastomycotic infection;110-118.99
B417;116;Blastomycotic infection;110-118.99
B408;116;Blastomycotic infection;110-118.99
B418;116;Blastomycotic infection;110-118.99
B419;116;Blastomycotic infection;110-118.99
B402;116;Blastomycotic infection;110-118.99
B40;116;Blastomycotic infection;110-118.99
B41;116;Blastomycotic infection;110-118.99
B48;116;Blastomycotic infection;110-118.99
B390;115;Histoplasmosis;110-118.99
B391;115;Histoplasmosis;110-118.99
B393;115;Histoplasmosis;110-118.99
B392;115;Histoplasmosis;110-118.99
B39;115;Histoplasmosis;110-118.99
B399;115;Histoplasmosis;110-118.99
B394;115;Histoplasmosis;110-118.99
B395;115;Histoplasmosis;110-118.99
B360;111;Dermatomycosis, other and unspecified;110-118.99
B36;111;Dermatomycosis, other and unspecified;110-118.99
B387;114;Coccidioidomycosis;110-118.99
B380;114;Coccidioidomycosis;110-118.99
B381;114;Coccidioidomycosis;110-118.99
B389;114;Coccidioidomycosis;110-118.99
B383;114;Coccidioidomycosis;110-118.99
B388;114;Coccidioidomycosis;110-118.99
B382;114;Coccidioidomycosis;110-118.99
B384;114;Coccidioidomycosis;110-118.99
B38;114;Coccidioidomycosis;110-118.99
B373;112;Candidiasis;110-118.99
B374;112;Candidiasis;110-118.99
B376;112;Candidiasis;110-118.99
B375;112;Candidiasis;110-118.99
B377;112;Candidiasis;110-118.99
B379;112;Candidiasis;110-118.99
B371;112;Candidiasis;110-118.99
B370;112;Candidiasis;110-118.99
B372;112;Candidiasis;110-118.99
B37;112;Candidiasis;110-118.99
B378;112;Candidiasis;110-118.99
B378;112;Candidiasis;110-118.99
B354;110;Dermatophytosis;110-118.99
B356;110;Dermatophytosis;110-118.99
B355;110;Dermatophytosis;110-118.99
B361;110;Dermatophytosis;110-118.99
B363;110;Dermatophytosis;110-118.99
B360;110;Dermatophytosis;110-118.99
B353;110;Dermatophytosis;110-118.99
B351;110;Dermatophytosis;110-118.99
B352;110;Dermatophytosis;110-118.99
B362;110;Dermatophytosis;110-118.99
B359;110;Dermatophytosis;110-118.99
B358;110;Dermatophytosis;110-118.99
B368;110;Dermatophytosis;110-118.99
B369;110;Dermatophytosis;110-118.99
B350;110;Dermatophytosis;110-118.99
B35;110;Dermatophytosis;110-118.99
B36;110;Dermatophytosis;110-118.99
B487;118;Opportunistic mycoses;110-118.99
B483;117;Other mycoses;110-118.99
B481;117;Other mycoses;110-118.99
B482;117;Other mycoses;110-118.99
B430;117;Other mycoses;110-118.99
B447;117;Other mycoses;110-118.99
B457;117;Other mycoses;110-118.99
B427;117;Other mycoses;110-118.99
B470;117;Other mycoses;110-118.99
B440;117;Other mycoses;110-118.99
B421;117;Other mycoses;110-118.99
B453;117;Other mycoses;110-118.99
B450;117;Other mycoses;110-118.99
B420;117;Other mycoses;110-118.99
B449;117;Other mycoses;110-118.99
B451;117;Other mycoses;110-118.99
B439;117;Other mycoses;110-118.99
B459;117;Other mycoses;110-118.99
B452;117;Other mycoses;110-118.99
B463;117;Other mycoses;110-118.99
B464;117;Other mycoses;110-118.99
B462;117;Other mycoses;110-118.99
B465;117;Other mycoses;110-118.99
B448;117;Other mycoses;110-118.99
B438;117;Other mycoses;110-118.99
B458;117;Other mycoses;110-118.99
B428;117;Other mycoses;110-118.99
B441;117;Other mycoses;110-118.99
B488;117;Other mycoses;110-118.99
B468;117;Other mycoses;110-118.99
B484;117;Other mycoses;110-118.99
B460;117;Other mycoses;110-118.99
B461;117;Other mycoses;110-118.99
B429;117;Other mycoses;110-118.99
B432;117;Other mycoses;110-118.99
B442;117;Other mycoses;110-118.99
B49;117;Other mycoses;110-118.99
B469;117;Other mycoses;110-118.99
B431;117;Other mycoses;110-118.99
B44;117;Other mycoses;110-118.99
B45;117;Other mycoses;110-118.99
B47;117;Other mycoses;110-118.99
B42;117;Other mycoses;110-118.99
B46;117;Other mycoses;110-118.99
B43;117;Other mycoses;110-118.99
B829;129;Intestinal parasitism, unspecified;120-129.99
B661;121;Other trematode infections;120-129.99
B662;121;Other trematode infections;120-129.99
B663;121;Other trematode infections;120-129.99
B665;121;Other trematode infections;120-129.99
B660;121;Other trematode infections;120-129.99
B664;121;Other trematode infections;120-129.99
B669;121;Other trematode infections;120-129.99
B668;121;Other trematode infections;120-129.99
B66;121;Other trematode infections;120-129.99
B831;128;Other and unspecified helminthiases;120-129.99
B833;128;Other and unspecified helminthiases;120-129.99
B839;128;Other and unspecified helminthiases;120-129.99
B834;128;Other and unspecified helminthiases;120-129.99
B838;128;Other and unspecified helminthiases;120-129.99
B832;128;Other and unspecified helminthiases;120-129.99
B830;128;Other and unspecified helminthiases;120-129.99
B83;128;Other and unspecified helminthiases;120-129.99
B812;127;Other intestinal helminthiases;120-129.99
B80;127;Other intestinal helminthiases;120-129.99
B79;127;Other intestinal helminthiases;120-129.99
B810;127;Other intestinal helminthiases;120-129.99
B770;127;Other intestinal helminthiases;120-129.99
B778;127;Other intestinal helminthiases;120-129.99
B779;127;Other intestinal helminthiases;120-129.99
B781;127;Other intestinal helminthiases;120-129.99
B787;127;Other intestinal helminthiases;120-129.99
B813;127;Other intestinal helminthiases;120-129.99
B811;127;Other intestinal helminthiases;120-129.99
B820;127;Other intestinal helminthiases;120-129.99
B780;127;Other intestinal helminthiases;120-129.99
B818;127;Other intestinal helminthiases;120-129.99
B789;127;Other intestinal helminthiases;120-129.99
B814;127;Other intestinal helminthiases;120-129.99
B77;127;Other intestinal helminthiases;120-129.99
B78;127;Other intestinal helminthiases;120-129.99
B81;127;Other intestinal helminthiases;120-129.99
B82;127;Other intestinal helminthiases;120-129.99
B670;122;Echinococcosis;120-129.99
B671;122;Echinococcosis;120-129.99
B675;122;Echinococcosis;120-129.99
B678;122;Echinococcosis;120-129.99
B679;122;Echinococcosis;120-129.99
B672;122;Echinococcosis;120-129.99
B674;122;Echinococcosis;120-129.99
B677;122;Echinococcosis;120-129.99
B673;122;Echinococcosis;120-129.99
B676;122;Echinococcosis;120-129.99
B67;122;Echinococcosis;120-129.99
B700;123;Other cestode infection;120-129.99
B711;123;Other cestode infection;120-129.99
B710;123;Other cestode infection;120-129.99
B701;123;Other cestode infection;120-129.99
B719;123;Other cestode infection;120-129.99
B690;123;Other cestode infection;120-129.99
B691;123;Other cestode infection;120-129.99
B698;123;Other cestode infection;120-129.99
B699;123;Other cestode infection;120-129.99
B718;123;Other cestode infection;120-129.99
B689;123;Other cestode infection;120-129.99
B681;123;Other cestode infection;120-129.99
B680;123;Other cestode infection;120-129.99
B69;123;Other cestode infection;120-129.99
B68;123;Other cestode infection;120-129.99
B70;123;Other cestode infection;120-129.99
B71;123;Other cestode infection;120-129.99
B760;126;Ancylostomiasis and necatoriasis;120-129.99
B761;126;Ancylostomiasis and necatoriasis;120-129.99
B769;126;Ancylostomiasis and necatoriasis;120-129.99
B768;126;Ancylostomiasis and necatoriasis;120-129.99
B76;126;Ancylostomiasis and necatoriasis;120-129.99
B653;120;Schistosomiasis [bilharziasis];120-129.99
B659;120;Schistosomiasis [bilharziasis];120-129.99
B658;120;Schistosomiasis [bilharziasis];120-129.99
B650;120;Schistosomiasis [bilharziasis];120-129.99
B652;120;Schistosomiasis [bilharziasis];120-129.99
B651;120;Schistosomiasis [bilharziasis];120-129.99
B65;120;Schistosomiasis [bilharziasis];120-129.99
B75;124;Trichinosis;120-129.99
B72;125;Filarial infection and dracontiasis;120-129.99
B743;125;Filarial infection and dracontiasis;120-129.99
B744;125;Filarial infection and dracontiasis;120-129.99
B73;125;Filarial infection and dracontiasis;120-129.99
B742;125;Filarial infection and dracontiasis;120-129.99
B749;125;Filarial infection and dracontiasis;120-129.99
B748;125;Filarial infection and dracontiasis;120-129.99
B741;125;Filarial infection and dracontiasis;120-129.99
B740;125;Filarial infection and dracontiasis;120-129.99
B74;125;Filarial infection and dracontiasis;120-129.99
B582;130;Toxoplasmosis;130-136.99
B588;130;Toxoplasmosis;130-136.99
B589;130;Toxoplasmosis;130-136.99
B583;130;Toxoplasmosis;130-136.99
B581;130;Toxoplasmosis;130-136.99
B580;130;Toxoplasmosis;130-136.99
B58;130;Toxoplasmosis;130-136.99
A598;131;Trichomoniasis;130-136.99
A599;131;Trichomoniasis;130-136.99
A590;131;Trichomoniasis;130-136.99
A59;131;Trichomoniasis;130-136.99
B870;134;Other infestation;130-136.99
B874;134;Other infestation;130-136.99
B889;134;Other infestation;130-136.99
B879;134;Other infestation;130-136.99
B873;134;Other infestation;130-136.99
B872;134;Other infestation;130-136.99
B882;134;Other infestation;130-136.99
B871;134;Other infestation;130-136.99
B883;134;Other infestation;130-136.99
B878;134;Other infestation;130-136.99
B881;134;Other infestation;130-136.99
B87;134;Other infestation;130-136.99
B86;133;Acariasis;130-136.99
B880;133;Acariasis;130-136.99
B88;133;Acariasis;130-136.99
B853;132;Pediculosis and phthirus infestation;130-136.99
B852;132;Pediculosis and phthirus infestation;130-136.99
B854;132;Pediculosis and phthirus infestation;130-136.99
B850;132;Pediculosis and phthirus infestation;130-136.99
B851;132;Pediculosis and phthirus infestation;130-136.99
B85;132;Pediculosis and phthirus infestation;130-136.99
D860;135;Sarcoidosis;130-136.99
D862;135;Sarcoidosis;130-136.99
D861;135;Sarcoidosis;130-136.99
D868;135;Sarcoidosis;130-136.99
D863;135;Sarcoidosis;130-136.99
D869;135;Sarcoidosis;130-136.99
D86;135;Sarcoidosis;130-136.99
L946;136;Other and unspecified infectious and parasitic diseases;130-136.99
B59;136;Other and unspecified infectious and parasitic diseases;130-136.99
B888;136;Other and unspecified infectious and parasitic diseases;130-136.99
B601;136;Other and unspecified infectious and parasitic diseases;130-136.99
B99;136;Other and unspecified infectious and parasitic diseases;130-136.99
B608;136;Other and unspecified infectious and parasitic diseases;130-136.99
B89;136;Other and unspecified infectious and parasitic diseases;130-136.99
B64;136;Other and unspecified infectious and parasitic diseases;130-136.99
B602;136;Other and unspecified infectious and parasitic diseases;130-136.99
B92;139;Late effects of other infectious and parasitic diseases;137-139.99
B948;139;Late effects of other infectious and parasitic diseases;137-139.99
B940;139;Late effects of other infectious and parasitic diseases;137-139.99
B941;139;Late effects of other infectious and parasitic diseases;137-139.99
B942;139;Late effects of other infectious and parasitic diseases;137-139.99
B949;139;Late effects of other infectious and parasitic diseases;137-139.99
B94;139;Late effects of other infectious and parasitic diseases;137-139.99
C051;141;Malignant neoplasm of oral cavity;140-149.99
C104;141;Malignant neoplasm of oral cavity;140-149.99
C052;141;Malignant neoplasm of oral cavity;140-149.99
C01;141;Malignant neoplasm of oral cavity;140-149.99
C020;141;Malignant neoplasm of oral cavity;140-149.99
C022;141;Malignant neoplasm of oral cavity;140-149.99
