PHEWAS_CODE;ICD10_CODE;EXCLUSION;STR
B24;B24;B20-B24;Unspecified human immunodeficiency virus [HIV] disease
B24;B24+0;B20-B24;Unspecified human immunodeficiency virus [HIV] disease
B24;B24+9;B20-B24;Unspecified human immunodeficiency virus [HIV] disease
B24;B24+1;B20-B24;Unspecified human immunodeficiency virus [HIV] disease
B25;B258;B25-B34;Cytomegaloviral disease
B25;B251;B25-B34;Cytomegaloviral disease
B25;B25;B25-B34;Cytomegaloviral disease
B25;B252;B25-B34;Cytomegaloviral disease
B25;B259;B25-B34;Cytomegaloviral disease
B25;B250;B25-B34;Cytomegaloviral disease
B26;B269;B25-B34;Mumps
B26;B262;B25-B34;Mumps
B26;B261;B25-B34;Mumps
B26;B268;B25-B34;Mumps
B26;B260;B25-B34;Mumps
B26;B26;B25-B34;Mumps
B26;B263;B25-B34;Mumps
B27;B27;B25-B34;Infectious mononucleosis
B27;B279;B25-B34;Infectious mononucleosis
B27;B271;B25-B34;Infectious mononucleosis
B27;B270;B25-B34;Infectious mononucleosis
B27;B278;B25-B34;Infectious mononucleosis
B30;B308;B25-B34;Viral conjunctivitis
B30;B303;B25-B34;Viral conjunctivitis
B30;B300;B25-B34;Viral conjunctivitis
B30;B309;B25-B34;Viral conjunctivitis
B30;B301;B25-B34;Viral conjunctivitis
B30;B302;B25-B34;Viral conjunctivitis
B30;B30;B25-B34;Viral conjunctivitis
B33;B331;B25-B34;Other viral diseases, not elsewhere classified
B33;B330;B25-B34;Other viral diseases, not elsewhere classified
B33;B333;B25-B34;Other viral diseases, not elsewhere classified
B33;B33;B25-B34;Other viral diseases, not elsewhere classified
B33;B332;B25-B34;Other viral diseases, not elsewhere classified
B33;B338;B25-B34;Other viral diseases, not elsewhere classified
B33;B334;B25-B34;Other viral diseases, not elsewhere classified
B34;B340;B25-B34;Viral infection of unspecified site
B34;B343;B25-B34;Viral infection of unspecified site
B34;B341;B25-B34;Viral infection of unspecified site
B34;B34;B25-B34;Viral infection of unspecified site
B34;B349;B25-B34;Viral infection of unspecified site
B34;B342;B25-B34;Viral infection of unspecified site
B34;B348;B25-B34;Viral infection of unspecified site
B34;B344;B25-B34;Viral infection of unspecified site
B35;B350;B35-B49;Dermatophytosis
B35;B351;B35-B49;Dermatophytosis
B35;B355;B35-B49;Dermatophytosis
B35;B359;B35-B49;Dermatophytosis
B35;B356;B35-B49;Dermatophytosis
B35;B354;B35-B49;Dermatophytosis
B35;B353;B35-B49;Dermatophytosis
B35;B358;B35-B49;Dermatophytosis
B35;B352;B35-B49;Dermatophytosis
B35;B35;B35-B49;Dermatophytosis
B36;B363;B35-B49;Other superficial mycoses
B36;B36;B35-B49;Other superficial mycoses
B36;B369;B35-B49;Other superficial mycoses
B36;B360;B35-B49;Other superficial mycoses
B36;B361;B35-B49;Other superficial mycoses
B36;B368;B35-B49;Other superficial mycoses
B36;B362;B35-B49;Other superficial mycoses
B37;B374;B35-B49;Candidiasis
B37;B372;B35-B49;Candidiasis
B37;B376;B35-B49;Candidiasis
B37;B370;B35-B49;Candidiasis
B37;B371;B35-B49;Candidiasis
B37;B378;B35-B49;Candidiasis
B37;B379;B35-B49;Candidiasis
B37;B377;B35-B49;Candidiasis
B37;B373;B35-B49;Candidiasis
B37;B375;B35-B49;Candidiasis
B37;B37;B35-B49;Candidiasis
B38;B380;B35-B49;Coccidioidomycosis
B38;B389;B35-B49;Coccidioidomycosis
B38;B383;B35-B49;Coccidioidomycosis
B38;B38;B35-B49;Coccidioidomycosis
B38;B384;B35-B49;Coccidioidomycosis
B38;B387;B35-B49;Coccidioidomycosis
B38;B381;B35-B49;Coccidioidomycosis
B38;B388;B35-B49;Coccidioidomycosis
B38;B382;B35-B49;Coccidioidomycosis
B39;B393;B35-B49;Histoplasmosis
B39;B399;B35-B49;Histoplasmosis
B39;B395;B35-B49;Histoplasmosis
B39;B394;B35-B49;Histoplasmosis
B39;B390;B35-B49;Histoplasmosis
B39;B39;B35-B49;Histoplasmosis
B39;B391;B35-B49;Histoplasmosis
B39;B392;B35-B49;Histoplasmosis
B40;B403;B35-B49;Blastomycosis
B40;B40;B35-B49;Blastomycosis
B40;B402;B35-B49;Blastomycosis
B40;B400;B35-B49;Blastomycosis
B40;B409;B35-B49;Blastomycosis
B40;B408;B35-B49;Blastomycosis
B40;B407;B35-B49;Blastomycosis
B40;B401;B35-B49;Blastomycosis
B41;B418;B35-B49;Paracoccidioidomycosis
B41;B410;B35-B49;Paracoccidioidomycosis
B41;B417;B35-B49;Paracoccidioidomycosis
B41;B419;B35-B49;Paracoccidioidomycosis
B41;B41;B35-B49;Paracoccidioidomycosis
B42;B429;B35-B49;Sporotrichosis
B42;B421;B35-B49;Sporotrichosis
B42;B427;B35-B49;Sporotrichosis
B42;B420;B35-B49;Sporotrichosis
B42;B428;B35-B49;Sporotrichosis
B42;B42;B35-B49;Sporotrichosis
B43;B43;B35-B49;Chromomycosis and phaeomycotic abscess
B43;B439;B35-B49;Chromomycosis and phaeomycotic abscess
B43;B431;B35-B49;Chromomycosis and phaeomycotic abscess
B43;B430;B35-B49;Chromomycosis and phaeomycotic abscess
B43;B432;B35-B49;Chromomycosis and phaeomycotic abscess
B43;B438;B35-B49;Chromomycosis and phaeomycotic abscess
B44;B441;B35-B49;Aspergillosis
B44;B447;B35-B49;Aspergillosis
B44;B449;B35-B49;Aspergillosis
B44;B440;B35-B49;Aspergillosis
B44;B448;B35-B49;Aspergillosis
B44;B44;B35-B49;Aspergillosis
B44;B442;B35-B49;Aspergillosis
B45;B453;B35-B49;Cryptococcosis
B45;B450;B35-B49;Cryptococcosis
B45;B457;B35-B49;Cryptococcosis
B45;B452;B35-B49;Cryptococcosis
B45;B45;B35-B49;Cryptococcosis
B45;B458;B35-B49;Cryptococcosis
B45;B459;B35-B49;Cryptococcosis
B45;B451;B35-B49;Cryptococcosis
B46;B46;B35-B49;Zygomycosis
B46;B465;B35-B49;Zygomycosis
B46;B461;B35-B49;Zygomycosis
B46;B464;B35-B49;Zygomycosis
B46;B469;B35-B49;Zygomycosis
B46;B463;B35-B49;Zygomycosis
B46;B468;B35-B49;Zygomycosis
B46;B462;B35-B49;Zygomycosis
B46;B460;B35-B49;Zygomycosis
B47;B470;B35-B49;Mycetoma
B47;B479;B35-B49;Mycetoma
B47;B47;B35-B49;Mycetoma
B47;B471;B35-B49;Mycetoma
B48;B483;B35-B49;Other mycoses, not elsewhere classified
B48;B480;B35-B49;Other mycoses, not elsewhere classified
B48;B484;B35-B49;Other mycoses, not elsewhere classified
B48;B487;B35-B49;Other mycoses, not elsewhere classified
B48;B481;B35-B49;Other mycoses, not elsewhere classified
B48;B482;B35-B49;Other mycoses, not elsewhere classified
B48;B488;B35-B49;Other mycoses, not elsewhere classified
B48;B48;B35-B49;Other mycoses, not elsewhere classified
B49;B49;B35-B49;Unspecified mycosis
B50;B500;B50-B64;Plasmodium falciparum malaria
B50;B509;B50-B64;Plasmodium falciparum malaria
B50;B50;B50-B64;Plasmodium falciparum malaria
B50;B508;B50-B64;Plasmodium falciparum malaria
B51;B519;B50-B64;Plasmodium vivax malaria
B51;B51;B50-B64;Plasmodium vivax malaria
B51;B518;B50-B64;Plasmodium vivax malaria
B51;B510;B50-B64;Plasmodium vivax malaria
B52;B52;B50-B64;Plasmodium malariae malaria
B52;B520;B50-B64;Plasmodium malariae malaria
B52;B529;B50-B64;Plasmodium malariae malaria
B52;B528;B50-B64;Plasmodium malariae malaria
B53;B531;B50-B64;Other parasitologically confirmed malaria
B53;B530;B50-B64;Other parasitologically confirmed malaria
B53;B53;B50-B64;Other parasitologically confirmed malaria
B53;B538;B50-B64;Other parasitologically confirmed malaria
B54;B54;B50-B64;Unspecified malaria
B55;B559;B50-B64;Leishmaniasis
B55;B552;B50-B64;Leishmaniasis
B55;B55;B50-B64;Leishmaniasis
B55;B550;B50-B64;Leishmaniasis
B55;B551;B50-B64;Leishmaniasis
B56;B560;B50-B64;African trypanosomiasis
B56;B56;B50-B64;African trypanosomiasis
B56;B569;B50-B64;African trypanosomiasis
B56;B561;B50-B64;African trypanosomiasis
B57;B570;B50-B64;Chagas' disease
B57;B575;B50-B64;Chagas' disease
B57;B571;B50-B64;Chagas' disease
B57;B574;B50-B64;Chagas' disease
B57;B573;B50-B64;Chagas' disease
B57;B572;B50-B64;Chagas' disease
B57;B57;B50-B64;Chagas' disease
B58;B589;B50-B64;Toxoplasmosis
B58;B583;B50-B64;Toxoplasmosis
B58;B58;B50-B64;Toxoplasmosis
B58;B588;B50-B64;Toxoplasmosis
B58;B580;B50-B64;Toxoplasmosis
B58;B582;B50-B64;Toxoplasmosis
B58;B581;B50-B64;Toxoplasmosis
B59;B59;B50-B64;Pneumocystosis
B60;B60;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B600;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B602;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B601;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B6088;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B608;B50-B64;Other protozoal diseases, not elsewhere classified
B60;B6080;B50-B64;Other protozoal diseases, not elsewhere classified
B64;B64;B50-B64;Unspecified protozoal disease
B65;B653;B65-B83;Schistosomiasis [bilharziasis]
B65;B65;B65-B83;Schistosomiasis [bilharziasis]
B65;B651;B65-B83;Schistosomiasis [bilharziasis]
B65;B650;B65-B83;Schistosomiasis [bilharziasis]
B65;B659;B65-B83;Schistosomiasis [bilharziasis]
B65;B652;B65-B83;Schistosomiasis [bilharziasis]
B65;B658;B65-B83;Schistosomiasis [bilharziasis]
B66;B663;B65-B83;Other fluke infections
B66;B662;B65-B83;Other fluke infections
B66;B665;B65-B83;Other fluke infections
B66;B668;B65-B83;Other fluke infections
B66;B661;B65-B83;Other fluke infections
B66;B66;B65-B83;Other fluke infections
B66;B660;B65-B83;Other fluke infections
B66;B664;B65-B83;Other fluke infections
B66;B669;B65-B83;Other fluke infections
B67;B673;B65-B83;Echinococcosis
B67;B679;B65-B83;Echinococcosis
B67;B67;B65-B83;Echinococcosis
B67;B670;B65-B83;Echinococcosis
B67;B672;B65-B83;Echinococcosis
B67;B671;B65-B83;Echinococcosis
B67;B676;B65-B83;Echinococcosis
B67;B675;B65-B83;Echinococcosis
B67;B674;B65-B83;Echinococcosis
B67;B677;B65-B83;Echinococcosis
B67;B678;B65-B83;Echinococcosis
B68;B680;B65-B83;Taeniasis
B68;B689;B65-B83;Taeniasis
B68;B68;B65-B83;Taeniasis
B68;B681;B65-B83;Taeniasis
B69;B699;B65-B83;Cysticercosis
B69;B690;B65-B83;Cysticercosis
B69;B69;B65-B83;Cysticercosis
B69;B698;B65-B83;Cysticercosis
B69;B691;B65-B83;Cysticercosis
B70;B701;B65-B83;Diphyllobothriasis and sparganosis
B70;B70;B65-B83;Diphyllobothriasis and sparganosis
B70;B700;B65-B83;Diphyllobothriasis and sparganosis
B71;B71;B65-B83;Other cestode infections
B71;B711;B65-B83;Other cestode infections
B71;B710;B65-B83;Other cestode infections
B71;B719;B65-B83;Other cestode infections
B71;B718;B65-B83;Other cestode infections
B72;B72;B65-B83;Dracunculiasis
B73;B73;B65-B83;Onchocerciasis
B74;B748;B65-B83;Filariasis
B74;B749;B65-B83;Filariasis
B74;B742;B65-B83;Filariasis
B74;B740;B65-B83;Filariasis
B74;B744;B65-B83;Filariasis
B74;B741;B65-B83;Filariasis
B74;B743;B65-B83;Filariasis
B74;B74;B65-B83;Filariasis
B75;B75;B65-B83;Trichinellosis
B76;B76;B65-B83;Hookworm diseases
B76;B768;B65-B83;Hookworm diseases
B76;B761;B65-B83;Hookworm diseases
B76;B769;B65-B83;Hookworm diseases
B76;B760;B65-B83;Hookworm diseases
B77;B770;B65-B83;Ascariasis
B77;B77;B65-B83;Ascariasis
B77;B779;B65-B83;Ascariasis
B77;B778;B65-B83;Ascariasis
B78;B781;B65-B83;Strongyloidiasis
B78;B780;B65-B83;Strongyloidiasis
B78;B78;B65-B83;Strongyloidiasis
B78;B789;B65-B83;Strongyloidiasis
B78;B787;B65-B83;Strongyloidiasis
B79;B79;B65-B83;Trichuriasis
B80;B80;B65-B83;Enterobiasis
B81;B810;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B814;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B812;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B813;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B81;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B818;B65-B83;Other intestinal helminthiases, not elsewhere classified
B81;B811;B65-B83;Other intestinal helminthiases, not elsewhere classified
B82;B820;B65-B83;Unspecified intestinal parasitism
B82;B82;B65-B83;Unspecified intestinal parasitism
B82;B829;B65-B83;Unspecified intestinal parasitism
B83;B832;B65-B83;Other helminthiases
B83;B83;B65-B83;Other helminthiases
B83;B830;B65-B83;Other helminthiases
B83;B831;B65-B83;Other helminthiases
B83;B839;B65-B83;Other helminthiases
B83;B833;B65-B83;Other helminthiases
B83;B834;B65-B83;Other helminthiases
B83;B838;B65-B83;Other helminthiases
B85;B852;B85-B89;Pediculosis and phthiriasis
B85;B85;B85-B89;Pediculosis and phthiriasis
B85;B851;B85-B89;Pediculosis and phthiriasis
B85;B853;B85-B89;Pediculosis and phthiriasis
B85;B850;B85-B89;Pediculosis and phthiriasis
B85;B854;B85-B89;Pediculosis and phthiriasis
B86;B86;B85-B89;Scabies
B87;B870;B85-B89;Myiasis
B87;B872;B85-B89;Myiasis
B87;B873;B85-B89;Myiasis
B87;B87;B85-B89;Myiasis
B87;B879;B85-B89;Myiasis
B87;B878;B85-B89;Myiasis
B87;B874;B85-B89;Myiasis
B87;B871;B85-B89;Myiasis
B88;B888;B85-B89;Other infestations
B88;B880;B85-B89;Other infestations
B88;B881;B85-B89;Other infestations
B88;B882;B85-B89;Other infestations
B88;B883;B85-B89;Other infestations
B88;B88;B85-B89;Other infestations
B88;B889;B85-B89;Other infestations
B89;B89;B85-B89;Unspecified parasitic disease
B90;B901;B90-B94;Sequelae of tuberculosis
B90;B908;B90-B94;Sequelae of tuberculosis
B90;B900;B90-B94;Sequelae of tuberculosis
B90;B90;B90-B94;Sequelae of tuberculosis
B90;B902;B90-B94;Sequelae of tuberculosis
B90;B909;B90-B94;Sequelae of tuberculosis
B91;B91;B90-B94;Sequelae of poliomyelitis
B92;B92;B90-B94;Sequelae of leprosy
B94;B941;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B94;B949;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B94;B940;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B94;B942;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B94;B94;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B94;B948;B90-B94;Sequelae of other and unspecified infectious and parasitic diseases
B95;B953;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B95;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B957;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B954;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B955;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B950;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B956;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B958;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B951;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B95;B952;B95-B97;Streptococcus and staphylococcus as the cause of diseases classified to other chapters
B96;B965;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B967;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B963;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B962;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B960;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B968;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B964;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B96;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B961;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B96;B966;B95-B97;Other bacterial agents as the cause of diseases classified to other chapters
B97;B975;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B974;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B978;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B976;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B971;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B97;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B977;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B972;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B970;B95-B97;Viral agents as the cause of diseases classified to other chapters
B97;B973;B95-B97;Viral agents as the cause of diseases classified to other chapters
C00;C005;C00-C14;Malignant neoplasm of lip
C00;C003;C00-C14;Malignant neoplasm of lip
C00;C009;C00-C14;Malignant neoplasm of lip
C00;C00;C00-C14;Malignant neoplasm of lip
C00;C001;C00-C14;Malignant neoplasm of lip
C00;C000;C00-C14;Malignant neoplasm of lip
C00;C006;C00-C14;Malignant neoplasm of lip
C00;C004;C00-C14;Malignant neoplasm of lip
C00;C008;C00-C14;Malignant neoplasm of lip
C00;C002;C00-C14;Malignant neoplasm of lip
C01;C01;C00-C14;Malignant neoplasm of base of tongue
C02;C023;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C024;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C029;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C02;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C020;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C028;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C021;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C02;C022;C00-C14;Malignant neoplasm of other and unspecified parts of tongue
C03;C03;C00-C14;Malignant neoplasm of gum
C03;C039;C00-C14;Malignant neoplasm of gum
C03;C031;C00-C14;Malignant neoplasm of gum
C03;C030;C00-C14;Malignant neoplasm of gum
C04;C04;C00-C14;Malignant neoplasm of floor of mouth
C04;C049;C00-C14;Malignant neoplasm of floor of mouth
C04;C041;C00-C14;Malignant neoplasm of floor of mouth
C04;C040;C00-C14;Malignant neoplasm of floor of mouth
C04;C048;C00-C14;Malignant neoplasm of floor of mouth
